age,hours-per-week,workclass_Government,workclass_Private,workclass_Self-emp,education_Bachelors,education_Doctorate,education_High School,education_Masters,race_Asian,race_Black,race_Hispanic,race_White,sex_Female,sex_Male,income
66,24,False,True,False,False,False,True,False,False,False,False,True,True,False,1
44,51,False,True,False,False,False,False,True,False,True,False,False,False,True,1
59,22,False,True,False,False,False,True,False,False,True,False,False,False,True,0
45,54,False,True,False,False,False,False,True,False,False,False,True,False,True,0
33,33,False,True,False,False,False,True,False,False,True,False,False,False,True,0
32,50,False,False,True,False,False,False,True,False,False,False,True,False,True,0
64,50,False,True,False,False,False,False,True,False,True,False,False,True,False,0
68,36,False,True,False,False,False,False,True,False,False,False,True,False,True,0
61,43,False,True,False,True,False,False,False,True,False,False,False,True,False,0
69,42,True,False,False,False,False,True,False,False,False,False,True,False,True,0
20,37,False,True,False,False,False,True,False,False,False,False,True,False,True,0
54,33,False,True,False,False,False,True,False,False,False,False,True,False,True,0
68,34,True,False,False,False,False,True,False,False,False,False,True,True,False,0
24,34,False,False,True,True,False,False,False,False,False,False,True,False,True,1
38,25,False,False,True,False,False,True,False,False,False,False,True,True,False,0
26,46,False,True,False,False,True,False,False,True,False,False,False,False,True,0
56,34,False,True,False,True,False,False,False,False,False,False,True,True,False,0
35,55,False,True,False,False,False,False,True,False,False,False,True,False,True,0
21,27,True,False,False,False,False,True,False,False,False,False,True,True,False,1
42,34,False,True,False,False,False,False,True,False,False,False,True,True,False,0
31,22,False,True,False,False,False,False,True,False,False,False,True,True,False,0
67,32,False,True,False,False,False,True,False,False,False,False,True,False,True,0
26,53,False,False,True,True,False,False,False,False,False,False,True,False,True,1
43,43,False,True,False,True,False,False,False,False,False,False,True,False,True,0
19,59,False,True,False,False,False,True,False,False,False,False,True,True,False,0
37,51,False,True,False,True,False,False,False,False,False,False,True,True,False,0
45,51,False,True,False,False,False,True,False,False,False,False,True,True,False,0
64,49,False,True,False,False,False,True,False,False,False,False,True,False,True,0
24,32,False,True,False,False,False,True,False,False,False,True,False,False,True,0
61,20,False,True,False,False,False,True,False,False,False,False,True,False,True,1
25,53,False,True,False,False,False,True,False,False,True,False,False,True,False,1
64,34,False,True,False,False,False,True,False,False,False,False,True,True,False,0
52,33,False,True,False,False,True,False,False,False,True,False,False,True,False,0
31,48,False,True,False,True,False,False,False,False,True,False,False,False,True,0
34,53,False,True,False,False,True,False,False,False,False,False,True,True,False,0
53,37,False,True,False,False,False,True,False,False,False,True,False,True,False,0
67,26,False,True,False,False,False,True,False,False,False,False,True,False,True,0
57,48,False,True,False,True,False,False,False,False,False,False,True,True,False,0
21,50,False,True,False,False,False,True,False,False,True,False,False,True,False,0
19,44,True,False,False,False,False,True,False,True,False,False,False,True,False,0
23,57,False,True,False,True,False,False,False,False,False,False,True,True,False,0
59,33,False,False,True,False,False,True,False,False,False,False,True,False,True,0
21,27,False,True,False,True,False,False,False,False,False,False,True,False,True,0
46,46,False,True,False,True,False,False,False,False,False,False,True,True,False,0
35,21,False,False,True,False,False,True,False,False,True,False,False,False,True,1
43,36,False,True,False,False,False,True,False,False,False,False,True,True,False,1
61,56,False,True,False,True,False,False,False,False,False,False,True,True,False,0
51,33,False,True,False,False,False,True,False,False,False,False,True,True,False,0
27,44,False,True,False,False,False,True,False,False,False,False,True,True,False,0
53,49,True,False,False,False,True,False,False,False,False,False,True,False,True,1
31,48,False,False,True,False,False,True,False,False,True,False,False,False,True,0
48,39,True,False,False,True,False,False,False,False,False,True,False,False,True,0
65,40,False,True,False,False,True,False,False,True,False,False,False,False,True,0
32,41,False,False,True,False,False,True,False,False,False,False,True,False,True,1
25,54,True,False,False,False,False,True,False,True,False,False,False,False,True,0
31,56,False,True,False,False,False,True,False,False,True,False,False,True,False,0
40,35,False,True,False,False,False,True,False,False,True,False,False,True,False,0
57,36,False,False,True,False,False,True,False,False,False,False,True,False,True,0
38,35,False,True,False,True,False,False,False,False,False,False,True,False,True,0
33,21,False,False,True,False,False,True,False,False,False,False,True,True,False,0
62,23,False,True,False,True,False,False,False,False,False,False,True,False,True,0
35,40,False,False,True,False,True,False,False,False,False,False,True,False,True,0
64,58,False,True,False,False,False,False,True,False,False,False,True,False,True,0
41,53,False,True,False,True,False,False,False,False,False,False,True,True,False,0
43,49,False,True,False,False,False,True,False,False,True,False,False,False,True,0
42,25,False,False,True,True,False,False,False,False,False,False,True,True,False,0
62,36,False,True,False,True,False,False,False,False,False,False,True,False,True,0
58,58,False,True,False,False,False,True,False,False,False,True,False,True,False,0
46,44,False,True,False,False,False,True,False,True,False,False,False,False,True,0
32,24,False,False,True,False,False,False,True,False,True,False,False,False,True,0
62,24,False,True,False,False,False,True,False,False,False,True,False,True,False,1
18,39,False,False,True,False,False,True,False,False,False,False,True,True,False,0
42,35,False,True,False,False,False,True,False,False,False,True,False,True,False,0
24,56,False,True,False,False,False,True,False,False,False,False,True,True,False,0
26,59,False,True,False,False,False,False,True,False,False,False,True,True,False,0
41,28,False,True,False,True,False,False,False,False,False,False,True,True,False,1
18,24,False,False,True,True,False,False,False,False,False,False,True,True,False,1
61,21,False,True,False,False,False,True,False,False,False,False,True,False,True,0
25,28,False,True,False,False,False,True,False,False,True,False,False,False,True,0
41,55,False,False,True,False,False,True,False,False,True,False,False,False,True,0
28,41,False,True,False,False,False,True,False,False,False,False,True,True,False,0
68,41,False,True,False,False,False,True,False,False,False,False,True,False,True,0
34,41,True,False,False,True,False,False,False,True,False,False,False,False,True,0
25,53,False,True,False,False,False,True,False,False,True,False,False,True,False,0
52,48,False,True,False,True,False,False,False,False,False,False,True,True,False,0
52,57,True,False,False,False,False,True,False,False,True,False,False,True,False,1
50,52,False,True,False,False,False,True,False,False,False,False,True,False,True,0
22,37,False,True,False,False,False,True,False,False,False,False,True,True,False,1
59,26,False,True,False,False,True,False,False,True,False,False,False,False,True,0
56,20,False,False,True,False,False,False,True,False,False,False,True,False,True,0
58,52,False,True,False,False,True,False,False,False,False,False,True,False,True,0
45,20,False,True,False,False,False,True,False,True,False,False,False,False,True,0
24,43,False,False,True,False,False,True,False,False,True,False,False,False,True,0
26,23,False,False,True,True,False,False,False,False,False,False,True,True,False,0
25,23,False,True,False,False,False,True,False,False,False,False,True,False,True,1
29,37,False,True,False,False,False,False,True,False,False,False,True,True,False,0
51,46,False,True,False,False,False,True,False,False,True,False,False,True,False,0
50,51,False,False,True,False,False,True,False,False,False,False,True,False,True,1
65,52,False,True,False,False,False,True,False,False,False,False,True,False,True,0
40,47,False,True,False,False,False,True,False,False,False,True,False,False,True,0
41,55,False,False,True,True,False,False,False,False,False,False,True,True,False,0
54,25,False,False,True,False,False,True,False,False,False,False,True,False,True,1
52,35,False,True,False,False,False,True,False,False,False,False,True,False,True,1
61,53,False,False,True,False,False,True,False,False,True,False,False,False,True,1
57,42,False,True,False,False,False,True,False,False,False,False,True,True,False,0
39,43,False,False,True,True,False,False,False,False,False,False,True,True,False,1
44,32,False,True,False,False,False,False,True,True,False,False,False,False,True,0
52,37,False,True,False,False,True,False,False,False,False,False,True,True,False,0
18,32,False,False,True,True,False,False,False,False,False,False,True,True,False,0
52,56,False,True,False,False,False,True,False,False,False,False,True,True,False,0
54,58,False,True,False,True,False,False,False,False,False,False,True,True,False,1
64,36,False,False,True,False,False,True,False,False,False,False,True,True,False,1
31,34,False,False,True,False,False,True,False,False,False,False,True,True,False,0
20,37,False,True,False,False,False,False,True,False,False,False,True,True,False,0
18,42,False,True,False,False,False,True,False,False,False,False,True,False,True,0
22,49,False,True,False,False,False,False,True,True,False,False,False,False,True,1
43,53,False,True,False,False,False,True,False,False,False,True,False,False,True,0
31,23,False,True,False,True,False,False,False,False,True,False,False,True,False,0
56,22,False,True,False,True,False,False,False,True,False,False,False,True,False,0
44,26,True,False,False,False,False,False,True,False,False,False,True,False,True,0
26,37,False,True,False,True,False,False,False,False,False,True,False,True,False,0
32,26,False,True,False,True,False,False,False,False,False,False,True,False,True,1
32,59,False,True,False,False,False,True,False,False,False,True,False,False,True,0
43,25,True,False,False,True,False,False,False,False,False,True,False,True,False,0
59,41,False,True,False,False,False,True,False,False,True,False,False,False,True,0
30,20,False,True,False,True,False,False,False,False,False,True,False,False,True,0
68,23,False,True,False,True,False,False,False,False,False,False,True,True,False,1
49,48,False,True,False,True,False,False,False,False,False,False,True,True,False,0
56,40,False,True,False,False,False,True,False,False,False,False,True,False,True,0
66,45,False,False,True,False,False,True,False,False,False,False,True,True,False,0
69,33,True,False,False,True,False,False,False,False,False,False,True,True,False,0
49,28,False,True,False,False,False,True,False,False,True,False,False,False,True,0
21,31,False,True,False,False,False,True,False,False,False,True,False,False,True,0
47,25,True,False,False,False,False,True,False,False,False,False,True,True,False,0
54,39,False,False,True,False,True,False,False,False,True,False,False,False,True,0
40,43,False,True,False,True,False,False,False,True,False,False,False,True,False,0
56,46,False,True,False,False,False,True,False,True,False,False,False,True,False,0
62,57,False,True,False,False,False,True,False,False,False,True,False,True,False,0
32,27,False,True,False,False,False,True,False,False,False,False,True,False,True,0
60,20,False,False,True,True,False,False,False,False,False,True,False,True,False,1
46,43,True,False,False,True,False,False,False,False,True,False,False,False,True,1
53,26,True,False,False,False,False,True,False,False,False,False,True,False,True,0
30,38,False,True,False,False,False,True,False,False,False,False,True,False,True,0
49,41,False,True,False,False,False,True,False,False,True,False,False,False,True,0
24,54,True,False,False,True,False,False,False,False,False,False,True,True,False,0
68,49,False,False,True,True,False,False,False,False,True,False,False,False,True,1
39,48,False,True,False,False,False,True,False,False,True,False,False,False,True,0
45,41,True,False,False,False,False,True,False,False,False,False,True,True,False,0
19,30,False,False,True,False,False,True,False,False,False,False,True,False,True,1
59,39,False,True,False,False,True,False,False,False,True,False,False,True,False,1
62,48,False,True,False,False,False,True,False,False,False,False,True,False,True,0
23,53,False,True,False,True,False,False,False,False,False,False,True,True,False,0
45,20,False,True,False,True,False,False,False,False,False,False,True,True,False,0
45,50,False,True,False,False,False,True,False,False,False,False,True,False,True,0
61,49,False,False,True,False,False,True,False,True,False,False,False,False,True,1
61,37,False,True,False,False,False,True,False,False,False,False,True,False,True,1
37,36,False,True,False,True,False,False,False,False,True,False,False,True,False,0
47,57,False,True,False,True,False,False,False,False,False,False,True,False,True,0
28,33,False,True,False,True,False,False,False,False,False,False,True,False,True,1
45,42,True,False,False,True,False,False,False,True,False,False,False,False,True,0
42,44,False,True,False,False,False,True,False,False,True,False,False,False,True,0
56,34,False,True,False,False,True,False,False,False,False,False,True,False,True,0
50,41,False,False,True,True,False,False,False,False,False,False,True,True,False,0
18,22,False,True,False,False,False,True,False,False,False,False,True,False,True,0
44,38,False,True,False,False,True,False,False,False,False,False,True,False,True,0
69,53,False,True,False,True,False,False,False,False,True,False,False,True,False,0
30,54,False,True,False,True,False,False,False,False,False,False,True,True,False,0
58,20,False,True,False,True,False,False,False,False,False,False,True,False,True,0
20,40,False,True,False,False,False,False,True,False,False,False,True,False,True,0
56,48,False,True,False,True,False,False,False,True,False,False,False,False,True,0
23,25,True,False,False,False,False,True,False,False,False,True,False,True,False,1
25,56,False,True,False,False,False,True,False,False,False,False,True,False,True,0
44,20,False,True,False,False,False,False,True,False,True,False,False,True,False,0
26,20,False,True,False,False,False,True,False,False,False,False,True,True,False,0
54,46,False,True,False,False,False,True,False,False,False,False,True,True,False,1
50,40,False,True,False,False,False,True,False,False,True,False,False,False,True,0
68,35,False,True,False,False,False,True,False,True,False,False,False,False,True,0
59,59,True,False,False,True,False,False,False,False,False,True,False,False,True,0
61,45,False,True,False,False,False,False,True,False,False,False,True,False,True,0
41,35,False,True,False,False,False,True,False,False,False,False,True,True,False,0
32,47,False,True,False,False,False,True,False,False,True,False,False,True,False,0
49,20,True,False,False,False,False,True,False,False,False,False,True,True,False,0
49,55,False,True,False,False,False,False,True,False,False,False,True,True,False,0
41,29,False,True,False,True,False,False,False,False,False,False,True,False,True,0
58,36,False,True,False,False,False,True,False,False,True,False,False,False,True,0
69,42,False,False,True,False,False,False,True,False,False,False,True,False,True,0
66,26,False,True,False,False,False,False,True,False,False,False,True,True,False,0
66,26,False,False,True,False,False,False,True,True,False,False,False,True,False,0
69,34,False,True,False,False,False,False,True,False,False,False,True,True,False,0
29,53,False,True,False,False,False,True,False,False,False,False,True,False,True,0
56,23,False,True,False,True,False,False,False,False,False,False,True,False,True,1
19,33,False,True,False,False,False,True,False,False,False,False,True,True,False,1
20,33,False,True,False,False,False,False,True,False,False,False,True,False,True,0
66,35,False,True,False,True,False,False,False,False,False,False,True,True,False,0
54,26,False,False,True,True,False,False,False,True,False,False,False,True,False,0
66,51,False,True,False,True,False,False,False,False,False,False,True,True,False,1
34,38,False,True,False,False,False,True,False,False,False,True,False,False,True,0
66,21,False,True,False,True,False,False,False,False,False,False,True,False,True,0
19,29,False,True,False,False,True,False,False,False,False,False,True,False,True,0
19,36,False,True,False,False,False,False,True,False,False,False,True,False,True,0
45,56,False,True,False,False,False,True,False,False,False,False,True,False,True,1
40,31,False,True,False,False,False,True,False,False,True,False,False,True,False,0
54,25,False,False,True,False,False,True,False,False,False,False,True,True,False,0
49,41,True,False,False,True,False,False,False,False,False,False,True,False,True,1
50,51,False,True,False,False,False,False,True,True,False,False,False,False,True,0
18,39,False,True,False,False,False,True,False,True,False,False,False,False,True,0
36,20,False,True,False,True,False,False,False,True,False,False,False,False,True,0
19,25,False,True,False,False,False,False,True,False,False,False,True,True,False,1
61,38,False,True,False,True,False,False,False,False,True,False,False,False,True,0
43,37,False,True,False,True,False,False,False,False,False,False,True,False,True,0
49,25,False,False,True,True,False,False,False,False,False,False,True,False,True,0
23,52,False,True,False,True,False,False,False,False,False,False,True,True,False,0
49,42,False,True,False,False,False,True,False,False,False,False,True,True,False,0
21,42,False,True,False,True,False,False,False,False,False,False,True,False,True,0
28,45,False,True,False,True,False,False,False,False,False,False,True,True,False,0
34,32,False,True,False,False,False,False,True,True,False,False,False,True,False,1
55,26,False,True,False,True,False,False,False,False,False,False,True,True,False,0
41,34,False,True,False,True,False,False,False,False,False,False,True,False,True,0
22,46,False,False,True,False,False,True,False,False,False,False,True,True,False,0
69,45,False,True,False,False,False,True,False,True,False,False,False,True,False,0
51,52,False,True,False,False,False,True,False,False,False,False,True,True,False,1
23,34,False,True,False,False,False,True,False,False,False,False,True,True,False,0
39,55,False,True,False,True,False,False,False,True,False,False,False,True,False,0
28,46,False,True,False,False,True,False,False,True,False,False,False,False,True,0
65,24,False,False,True,False,False,True,False,False,False,False,True,True,False,0
33,21,False,False,True,False,False,True,False,False,True,False,False,True,False,0
50,52,False,False,True,False,False,False,True,False,True,False,False,True,False,0
26,35,False,True,False,False,False,True,False,False,True,False,False,False,True,0
23,42,False,True,False,True,False,False,False,False,False,False,True,True,False,0
33,57,False,True,False,True,False,False,False,True,False,False,False,True,False,0
46,35,False,True,False,True,False,False,False,False,False,False,True,False,True,0
20,33,False,False,True,False,False,True,False,False,False,False,True,True,False,1
37,48,False,True,False,False,False,True,False,False,False,False,True,True,False,0
53,45,False,True,False,True,False,False,False,False,False,False,True,True,False,0
36,54,False,True,False,True,False,False,False,False,False,False,True,False,True,0
43,34,False,True,False,False,False,True,False,False,True,False,False,False,True,0
20,22,False,True,False,True,False,False,False,False,False,False,True,True,False,0
36,42,False,True,False,False,False,True,False,False,False,False,True,False,True,1
37,48,False,True,False,True,False,False,False,False,False,False,True,True,False,0
49,53,False,False,True,False,False,True,False,False,False,False,True,False,True,1
24,52,False,False,True,False,True,False,False,False,False,True,False,True,False,0
69,42,False,True,False,False,False,True,False,False,False,False,True,False,True,0
58,26,False,True,False,False,False,True,False,False,False,False,True,True,False,1
50,22,False,True,False,False,False,True,False,False,False,False,True,False,True,0
57,51,False,True,False,False,False,True,False,False,False,False,True,False,True,1
56,50,False,True,False,False,False,False,True,False,False,False,True,False,True,0
35,37,False,True,False,False,True,False,False,False,True,False,False,False,True,1
57,26,False,True,False,False,False,True,False,False,False,True,False,True,False,0
18,20,False,True,False,False,False,True,False,False,False,False,True,True,False,0
28,33,False,True,False,True,False,False,False,False,True,False,False,False,True,0
45,51,False,True,False,False,False,False,True,False,True,False,False,True,False,0
42,25,True,False,False,True,False,False,False,True,False,False,False,False,True,0
67,58,False,False,True,False,False,True,False,False,False,False,True,True,False,0
40,29,False,True,False,False,False,True,False,False,False,False,True,True,False,0
48,26,False,False,True,True,False,False,False,False,False,False,True,True,False,0
47,45,False,True,False,False,False,True,False,False,True,False,False,False,True,0
59,53,False,False,True,True,False,False,False,True,False,False,False,True,False,0
52,49,False,False,True,False,False,True,False,False,False,False,True,False,True,0
24,55,False,True,False,True,False,False,False,False,False,False,True,True,False,0
33,40,False,True,False,False,False,True,False,True,False,False,False,False,True,0
43,36,False,True,False,True,False,False,False,True,False,False,False,True,False,0
65,52,False,True,False,False,False,True,False,False,False,True,False,True,False,0
69,29,False,True,False,True,False,False,False,False,True,False,False,True,False,1
66,31,False,True,False,False,False,True,False,False,False,False,True,False,True,1
19,35,False,True,False,True,False,False,False,False,False,False,True,True,False,0
18,51,False,False,True,True,False,False,False,False,True,False,False,False,True,0
65,34,True,False,False,True,False,False,False,False,False,False,True,True,False,0
29,46,False,True,False,True,False,False,False,False,False,False,True,False,True,0
22,47,False,True,False,True,False,False,False,False,True,False,False,False,True,0
54,36,False,True,False,False,False,False,True,False,False,False,True,True,False,0
49,21,False,True,False,False,False,True,False,False,True,False,False,False,True,0
26,55,True,False,False,False,False,False,True,False,False,False,True,False,True,0
58,26,False,True,False,False,False,True,False,False,False,True,False,False,True,0
52,32,False,True,False,False,False,True,False,False,False,False,True,False,True,1
36,34,False,True,False,False,False,True,False,False,False,False,True,True,False,0
65,44,False,True,False,False,False,True,False,False,True,False,False,True,False,1
33,42,False,True,False,True,False,False,False,False,False,False,True,False,True,1
20,41,False,False,True,True,False,False,False,False,True,False,False,False,True,0
37,45,False,True,False,True,False,False,False,False,True,False,False,False,True,0
41,52,False,True,False,True,False,False,False,False,False,False,True,False,True,0
50,30,False,True,False,False,False,True,False,False,False,False,True,True,False,1
41,29,True,False,False,False,False,True,False,False,False,False,True,True,False,1
69,44,False,False,True,False,False,True,False,False,False,False,True,False,True,0
28,56,False,True,False,False,False,True,False,True,False,False,False,False,True,0
66,57,False,True,False,False,False,True,False,True,False,False,False,False,True,0
25,43,False,True,False,False,False,True,False,False,True,False,False,True,False,0
53,59,False,True,False,True,False,False,False,False,True,False,False,True,False,0
55,52,True,False,False,True,False,False,False,False,False,False,True,False,True,1
57,36,False,True,False,False,True,False,False,True,False,False,False,False,True,0
37,43,False,True,False,False,False,False,True,False,True,False,False,True,False,0
52,56,False,True,False,True,False,False,False,False,True,False,False,True,False,0
65,21,False,True,False,False,False,True,False,True,False,False,False,False,True,0
42,51,False,True,False,True,False,False,False,False,False,False,True,False,True,0
52,43,False,False,True,True,False,False,False,True,False,False,False,False,True,0
42,28,False,True,False,False,False,True,False,False,False,False,True,True,False,1
46,23,False,True,False,False,False,True,False,False,False,False,True,False,True,1
35,36,False,True,False,False,False,False,True,False,False,False,True,False,True,0
63,36,False,True,False,False,False,True,False,False,False,True,False,True,False,1
35,49,False,True,False,True,False,False,False,True,False,False,False,False,True,0
19,59,False,True,False,True,False,False,False,False,True,False,False,True,False,0
52,30,False,False,True,False,False,True,False,False,True,False,False,False,True,0
33,40,False,True,False,False,False,True,False,False,False,False,True,False,True,0
58,40,False,True,False,False,False,True,False,True,False,False,False,True,False,1
53,37,False,True,False,False,False,True,False,False,False,False,True,False,True,0
50,48,False,True,False,False,False,True,False,False,False,False,True,True,False,0
21,43,True,False,False,False,False,False,True,False,False,False,True,True,False,0
50,29,False,False,True,False,False,True,False,False,True,False,False,False,True,0
31,36,False,True,False,True,False,False,False,False,True,False,False,True,False,0
38,37,False,True,False,False,False,True,False,False,False,False,True,False,True,0
65,39,False,True,False,False,False,False,True,False,False,False,True,True,False,0
37,56,False,True,False,False,False,True,False,True,False,False,False,False,True,0
25,37,False,True,False,False,False,True,False,False,False,False,True,True,False,1
24,36,False,True,False,False,False,False,True,False,True,False,False,False,True,0
20,28,False,True,False,False,False,False,True,False,False,True,False,False,True,0
34,33,False,True,False,False,False,True,False,False,False,False,True,True,False,0
50,48,False,False,True,False,False,False,True,False,False,False,True,True,False,0
65,50,False,True,False,False,False,True,False,False,True,False,False,False,True,0
29,23,False,True,False,False,False,True,False,True,False,False,False,False,True,0
68,37,False,False,True,False,False,True,False,False,False,False,True,True,False,1
39,39,False,True,False,False,False,True,False,False,False,True,False,True,False,0
39,28,False,True,False,True,False,False,False,False,False,False,True,False,True,1
63,32,False,True,False,False,False,True,False,False,False,False,True,False,True,1
47,34,False,True,False,False,False,True,False,False,True,False,False,False,True,0
55,46,False,False,True,True,False,False,False,True,False,False,False,True,False,0
55,34,False,False,True,True,False,False,False,False,False,False,True,False,True,0
62,47,False,True,False,False,False,True,False,True,False,False,False,False,True,1
68,56,False,True,False,True,False,False,False,False,False,False,True,True,False,1
25,38,False,True,False,False,False,True,False,False,False,False,True,False,True,0
44,45,False,True,False,True,False,False,False,False,False,False,True,False,True,0
44,45,False,True,False,True,False,False,False,True,False,False,False,False,True,0
51,44,True,False,False,False,True,False,False,False,False,False,True,False,True,1
38,45,False,True,False,False,False,True,False,False,False,False,True,False,True,1
47,45,True,False,False,False,False,True,False,False,False,False,True,True,False,0
50,47,False,True,False,False,False,True,False,True,False,False,False,False,True,0
45,37,False,True,False,False,False,True,False,False,True,False,False,True,False,0
64,51,False,True,False,False,False,True,False,False,True,False,False,True,False,0
50,22,False,False,True,False,False,False,True,False,False,False,True,True,False,1
22,21,False,False,True,False,False,True,False,False,True,False,False,False,True,0
65,52,False,False,True,False,False,True,False,False,False,False,True,False,True,0
36,38,False,True,False,True,False,False,False,True,False,False,False,False,True,0
21,36,False,True,False,False,False,True,False,True,False,False,False,False,True,1
52,52,False,False,True,True,False,False,False,False,False,False,True,False,True,0
66,31,False,True,False,False,False,True,False,False,True,False,False,True,False,0
34,22,False,True,False,False,False,True,False,False,False,False,True,False,True,0
61,45,False,True,False,False,False,True,False,False,False,False,True,False,True,1
45,54,True,False,False,False,False,True,False,False,False,False,True,False,True,1
47,27,True,False,False,False,False,False,True,False,False,False,True,True,False,0
46,55,False,True,False,False,False,True,False,False,False,False,True,False,True,0
63,26,False,False,True,True,False,False,False,False,True,False,False,True,False,0
23,55,True,False,False,False,False,True,False,False,False,False,True,False,True,0
52,35,False,True,False,False,False,True,False,False,True,False,False,True,False,0
58,43,False,True,False,False,False,False,True,False,False,False,True,True,False,1
54,20,True,False,False,False,False,True,False,False,False,False,True,False,True,0
41,44,False,True,False,True,False,False,False,False,True,False,False,False,True,1
46,29,False,True,False,False,True,False,False,False,False,False,True,False,True,0
66,35,False,True,False,True,False,False,False,False,False,False,True,False,True,0
63,35,True,False,False,False,False,False,True,False,True,False,False,True,False,0
48,27,True,False,False,False,False,True,False,False,False,False,True,True,False,0
52,48,True,False,False,False,False,True,False,False,False,False,True,True,False,0
50,58,False,True,False,False,False,True,False,False,False,False,True,True,False,0
69,47,False,False,True,True,False,False,False,True,False,False,False,False,True,0
38,25,False,False,True,False,True,False,False,False,True,False,False,False,True,0
49,35,False,True,False,False,False,True,False,False,True,False,False,True,False,0
40,39,False,False,True,True,False,False,False,False,True,False,False,False,True,1
50,35,False,True,False,False,False,True,False,False,False,False,True,True,False,0
20,26,False,True,False,True,False,False,False,False,False,False,True,False,True,1
35,33,False,True,False,False,False,True,False,False,True,False,False,False,True,0
42,45,False,True,False,False,True,False,False,False,False,False,True,True,False,0
59,45,False,True,False,True,False,False,False,False,False,False,True,False,True,0
48,33,False,True,False,False,False,True,False,False,False,False,True,True,False,1
20,26,False,True,False,False,False,True,False,False,False,False,True,True,False,0
57,52,False,False,True,False,False,True,False,False,False,True,False,True,False,0
63,45,False,True,False,False,False,True,False,False,False,False,True,True,False,0
41,39,False,True,False,False,False,True,False,False,False,False,True,True,False,0
67,22,False,True,False,False,False,False,True,False,False,False,True,True,False,0
49,23,False,False,True,True,False,False,False,False,False,True,False,False,True,0
64,45,False,True,False,True,False,False,False,False,False,False,True,False,True,0
39,30,False,True,False,False,False,True,False,False,False,False,True,True,False,1
40,21,False,False,True,False,False,False,True,False,True,False,False,False,True,0
19,33,False,True,False,True,False,False,False,False,True,False,False,False,True,0
44,49,False,True,False,False,False,True,False,False,False,False,True,False,True,0
59,31,False,True,False,True,False,False,False,False,False,False,True,True,False,0
19,45,False,False,True,True,False,False,False,False,False,False,True,True,False,0
43,52,False,True,False,False,False,True,False,False,False,False,True,False,True,0
34,32,False,False,True,False,False,True,False,False,False,False,True,True,False,1
57,33,False,True,False,False,False,True,False,False,False,False,True,True,False,1
50,43,True,False,False,False,False,True,False,False,False,False,True,True,False,1
26,53,False,False,True,False,False,False,True,False,False,False,True,True,False,0
60,45,True,False,False,False,False,False,True,False,True,False,False,True,False,0
65,40,False,True,False,True,False,False,False,False,False,True,False,False,True,0
56,47,False,False,True,False,False,True,False,False,True,False,False,True,False,0
46,55,False,True,False,False,False,True,False,False,False,False,True,False,True,0
59,59,False,True,False,True,False,False,False,False,False,False,True,True,False,0
43,21,False,True,False,True,False,False,False,False,False,True,False,True,False,0
52,28,False,False,True,False,False,True,False,False,False,False,True,False,True,0
67,42,True,False,False,True,False,False,False,False,False,False,True,False,True,0
42,34,False,False,True,False,False,False,True,False,False,False,True,True,False,0
41,32,False,True,False,False,False,True,False,False,True,False,False,False,True,0
30,42,False,True,False,False,False,True,False,False,True,False,False,True,False,0
24,36,False,False,True,True,False,False,False,False,False,False,True,False,True,0
53,21,False,True,False,False,False,True,False,False,False,False,True,False,True,0
